Geneid	Geneid_clean	Symbol	Dominant_Direction	Count_Ratio	Cachexia_sig_up	Cachexia_sig_down	Sepsis_sig_up	Sepsis_sig_down	Disuse_sig_up	Disuse_sig_down	Denervation_sig_up	Denervation_sig_down	Final_Avg_logFC	Final_Median_logFC	Cachexia_Avg_logFC	Sepsis_Avg_logFC	Disuse_Avg_logFC	Denervation_Avg_logFC	Cachexia_Median_logFC	Sepsis_Median_logFC	Disuse_Median_logFC	Denervation_Median_logFC	ERP145838_Sham_vs_334P_cells_injection_edgeR_results.tsv	SRP055049_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP125804_Fasted_vs_CACS_edgeR_results.tsv	SRP148786_PBS_vs_LLC_edgeR_results.tsv	SRP172440_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP224400_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP238415_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP246188_PBSinjection_vs_LLC_cells_injection_edgeR_results.tsv	SRP279572_Control_vs_KPC_edgeR_results.tsv	SRP288335_Control_vs_LLC_edgeR_results.tsv	SRP304002_CACS_neg_vs_CACS_pos_edgeR_results.tsv	SRP321471_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP337393_Control_vs_Melanoma_edgeR_results.tsv	SRP342685_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP400565_Control_vs_TOV21G_cells_injection_edgeR_results.tsv	SRP426212_Control_vs_KIC_edgeR_results.tsv	SRP436115_Control_vs_LLC_cells_injection_edgeR_results.tsv	SRP441976_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP468164_Control_vs_C26_injection_edgeR_results.tsv	SRP518009_Control_vs_C26_injection_edgeR_results.tsv	SRP519530_Control_vs_KIC_edgeR_results.tsv	SRP526827_PBS_vs_LLC_edgeR_results.tsv	SRP535687_Control_vs_Kras-IKKaL_cells_injection_edgeR_results.tsv	SRP544896_Control_vs_CT26_cells_injection_edgeR_results.tsv	SRP560874_Control_vs_B0092_cells_injection_edgeR_results.tsv	SRP567610_Control_vs_C26_injection_edgeR_results.tsv	SRP597284_Control_vs_CT26_cells_injection_edgeR_results.tsv	ERP131935_Sham_vs_CLP_edgeR_results.tsv	SRP388005_Saline_vs_LPS_edgeR_results.tsv	SRP475349_Saline_vs_LPS_edgeR_results.tsv	SRP511238_Saline_vs_LPS_edgeR_results.tsv	SRP553590_Sham_vs_CLP_edgeR_results.tsv	SRP591840_Sham_vs_CS_edgeR_results.tsv	SRP646634_Sham_vs_CS_edgeR_results.tsv	SRP114869_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP220337_Control_vs_Casting_edgeR_results.tsv	SRP293052_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP307991_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP395698_Control_vs_Casting_edgeR_results.tsv	SRP396700_Control_vs_Casting_edgeR_results.tsv	SRP449926_Control_vs_Casting_edgeR_results.tsv	SRP454976_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP455216_male_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP522174_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP588888_Control_vs_Hindlimb_unloading_edgeR_results.tsv	ERP143166_Control_vs_Denervation_edgeR_results.tsv	SRP196460_Control_vs_Denervation_edgeR_results.tsv	SRP371311_Control_vs_Denervation_edgeR_results.tsv	SRP406911_Control_vs_Denervation_edgeR_results.tsv	SRP411450_Sham_vs_Denervation_edgeR_results.tsv	SRP420335_Sham_vs_SCI_edgeR_results.tsv	SRP484329_Control_vs_Denervation_edgeR_results.tsv	MouseGeneID	HumanOrthologGeneID	Synonyms	Description	MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	TrainingDataset	MitoCarta2.0_Score	MitoCarta2.0_FDR	MitoCarta2.0_List	MitoCarta2.0_Evidence	EnsemblGeneID	UniProt	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	mm10_Chromosome	mm10_Start	mm10_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_Main_Location_2020 (Reliability)
ENSMUSG00000025733.18	ENSMUSG00000025733	Rhot2	DOWN	0.741341991341991	1	18	1	4	1	8	0	7	-0.551446801811709	-0.56131161297311	-0.373030810798625	-0.495339233060506	-0.44518849953188	-0.892228663855825	-0.378301082038136	-0.557802209636977	-0.564821016309243	-0.937166128021387	-0.339502964707466	-0.576060481514684	-0.303820103020728	-0.298927027118058	-0.846913803232608	-0.378301082038136	-0.458882673857985	-0.458126426491781	-0.490133249693243	-0.163236506867338	-0.552064427459934	0.46009011646349	-0.620792895510014	-0.499650064436455	-0.0086721154975804	-0.204043694986963	-0.458485478374724	-0.5013473829484	-0.238256163317158	-0.738396041739127	-0.451130289216174	-0.141874331427492	-0.889523127702821	-0.207993412602662	-0.341432273358692	-0.169573369514987	-0.19478262139114	-0.557802209636977	0.14412233201112	-0.365004861387509	-0.590479687583691	-0.964941078236502	-0.534396097014329	-0.598873029575652	-0.671731128202571	-1.02436168760297	-0.65024975734405	-0.06077087787021	-0.564821016309243	0.13519904820254	-0.531739834932592	-0.246216628450934	-0.641773061475324	-0.0425497072468969	-0.598058843618429	-1.07371247335681	-0.627788732361024	-1.19800093844087	-0.937166128021387	-1.02942090910418	-0.593041639251665	-0.78646982645483	214952	89941	Arh|Arht2|Mi|Miro2	ras homolog family member T2	MitoCarta3.0	literature, yeast mito homolog, mito protein domain+, induction, coexpression	MOM	Signaling > Calcium homeostasis > EF hand proteins | Mitochondrial dynamics and surveillance > Trafficking	Tmito	14.4514	0.007	1	literature, yeast mito homolog, mito protein domain+, induction, coexpression	ENSMUSG00000025733	Q8JZN7	620	NA	MitoDomain	27	2.28	HomologMitoLowConf	NoHomolog	25-50crude	chr17	25838837	25844851	13	13	135	3.08e+09	30	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis	8.5	8.3	8.5	8.4	8.6	7.8	NA	7.5	8.3	7.1	8.7	7.9	8.4	8.6	Mitochondria (Supported)
ENSMUSG00000025287.16	ENSMUSG00000025287	Acot9	UP	0.740860990860991	19	1	6	0	6	1	6	0	0.52689329971998	0.506787317650586	0.429006908213653	0.620391443007377	0.288910209627432	0.769264638031457	0.425042194934346	0.588532440366827	0.310376625726489	0.832057526484421	0.40351374363932	0.589314060049505	0.353572788981911	-0.072589900676733	0.443141853510418	0.7506102879074	0.702364156832507	0.0657055972476649	1.06922222577456	0.0958537432771215	0.394111144295328	-0.706826246466899	0.363378285584746	0.56812070491785	0.367341878811768	0.186373445736698	0.524909278416494	0.425042194934346	0.229028994460694	0.878252897320487	0.333294626194138	0.178308246070275	0.521088686316432	0.993361041942703	0.521800429647161	0.600513553997332	0.804378803045409	0.799479531784346	0.322813360356737	0.510600047560189	0.588532440366827	1.04341154026773	0.456889396196687	0.621013784519127	-0.0030445999473324	0.951132734638948	0.566717309050098	0.133047201795537	0.625695460281568	-0.0263578873710135	0.0717907191009634	0.33892272766708	0.465847238595474	0.310376625726489	-0.256115223636063	0.798752767381829	0.721890623265881	0.832057526484421	0.871803422184994	0.944347596915148	0.203658871552918	1.01234165843501	56360	23597	0610041P13Rik|Acat|Acate2|C76421|MT-ACT4|MT-ACT48|MTE-2|U8|p4|p48	acyl-CoA thioesterase 9	MitoCarta3.0	literature, targetP signal, MS/MS++	MIM	Metabolism > Lipid metabolism	Tmito	5.8393	0.049	1	literature, targetP signal, MS/MS++	ENSMUSG00000025287	Q9R0X4	439	3	NA	3	NA	NoMitoHomolog	NoHomolog	50-75pure	chrX	155262499	155297507	13	33	368	1.4e+10	63	cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis	8.5	7.6	8.4	8.3	9.2	NA	7.7	8.2	9.3	9.3	8.1	8.4	9.6	9.5	Cytosol;Plasma membrane (Approved)
ENSMUSG00000023087.17	ENSMUSG00000023087	Noct	UP	0.736652236652237	21	0	7	0	5	1	5	0	0.640442161507025	0.773297617838783	0.826602473388442	0.865889686558239	0.183232394556502	0.686044091524916	0.81602015763739	0.730575078040176	0.179293341495442	0.837322104700101	-0.0848831627166185	1.44631213565367	0.437678878002895	0.334556784188679	0.260257068099095	1.44422211684109	1.13263445758427	0.258606455704397	1.1633681396334	0.465130082545048	0.712667468378434	0.708033632222631	1.19687695745873	1.52439127688785	1.03445930073472	0.292143065507314	0.704925814359273	0.842540734439019	0.868553265034422	1.38997598014916	-0.356434725160868	0.0289001319798734	0.81602015763739	1.37313896516131	0.735006986425749	1.73677380967915	1.85241100505784	0.907005922248721	0.373069966217116	0.559972986897375	2.14562313205618	0.787864251913607	0.730575078040176	0.557116468534501	0.179293341495442	-0.61385769343092	0.475787734592162	0.643517787226116	0.649371094709122	0.138690902209933	-0.0900940809493496	-0.000919180656021668	0.307671334217803	0.239782474589048	0.0863126261181902	1.24435388563276	1.06829331335969	0.892146846809053	0.837322104700101	0.672382179486529	0.155594404936941	-0.0677840942506699	12457	25819	AU043840|Ccr|Ccr4|Ccrn4l	nocturnin	MitoCarta3.0	literature,targetP signal, mito protein domain	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	Tnon_mito	-0.745	0.373	0	targetP signal, mito protein domain	ENSMUSG00000023087	O35710	429	2	SharedDomain	0	NA	NoMitoHomolog	NoHomolog	NA	chr3	51224446	51251654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nuclear bodies (Supported)
ENSMUSG00000031730.19	ENSMUSG00000031730	Dhodh	DOWN	0.732924482924483	0	22	0	4	0	6	0	7	-0.529458195083353	-0.60120854991873	-0.636174322129177	-0.522909374394849	-0.338311720351747	-0.620437363457639	-0.610050839628548	-0.592366260208912	-0.260594193705813	-0.713078626899979	-0.72471014288608	-1.20389698710719	-0.396253471951024	-0.460093345673381	-1.56081581607239	-0.528129980858532	-0.828328462598888	-0.407599868222208	-0.966767555214126	-0.107565121593145	-0.462885138121644	-0.717341947750879	-0.539416478497573	-1.08436659187901	-0.11686286266763	-0.191181549519389	-0.194101842544724	-0.70442992046527	-0.499214193111957	-1.15207467282802	-0.625056862890355	0.0154144733511746	-1.15791197961191	-0.610050839628548	-0.628344916866926	-0.528129651460415	-0.796590970817728	-0.592366260208912	-0.0804925035734187	-0.352176960653525	-0.778527464489296	-0.922781850556745	-0.663219300663883	-0.270801280618161	-0.183543087390816	-0.986007590264133	-0.156289387394864	-0.260594193705813	-0.811168834517529	0.146574285917415	-0.436645984347628	-0.408933451738714	-0.403722635288602	-0.0059690779449057	-0.215128967193621	-0.342237511751395	-0.832518604069	-0.713078626899979	-0.85898619658222	-0.842243132445806	-0.289755912500902	-0.464241559954174	56749	1723	2810417D19Rik|AI834883	dihydroorotate dehydrogenase	MitoCarta3.0	literature, mito protein domain, MS/MS++	MIM	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing | Metabolism > Electron carriers > Q-linked reactions, other	Tmito	3.7627	0.1	1	literature, mito protein domain, MS/MS++	ENSMUSG00000031730	O35435	395	NA	SharedDomain	3	NA	NoMitoHomolog	NoHomolog	50-75pure	chr8	109593247	109608673	10	19	55	6.59e+08	63	cerebrum, spinalcord, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis	7.6	NA	NA	7.3	7.8	NA	NA	7.4	8.1	7.5	8.1	7.6	7.2	8.2	Mitochondria (Enhanced)
ENSMUSG00000024038.18	ENSMUSG00000024038	Ndufv3	DOWN	0.729196729196729	1	23	0	4	0	7	0	6	-0.545781592310417	-0.506071738645324	-0.559024120208543	-0.569733156538672	-0.400101716753551	-0.654267375740901	-0.603499804140461	-0.398031367206241	-0.408643673150188	-0.676965164286858	-0.517043863126395	-1.1738224411744	-0.366260452732033	-0.774648159506058	-0.882175774903507	-0.603499804140461	-0.862997212816572	-0.339368576597936	-0.850067534183029	-0.272105800362265	-0.346115038215035	0.638626845753814	-0.628436453611306	-0.696361139910545	-0.207492898322624	-0.208799462085358	-0.588267937866684	-0.706996327878256	-0.630176364029674	-1.18513529581221	-0.477045009254268	0.0221468049337501	-0.822110331191056	-0.908642161437551	-0.874161758464834	-0.485318099753287	-0.347376998942895	-0.508245806373424	-0.12450871742235	-0.323180844130364	-0.398031367206241	-1.96689485381972	0.0639889709016053	-0.731259477720215	-0.61835981908407	-0.347338354821761	-0.668709167343759	-0.182969273382776	-0.962165478698228	-0.0655393669217804	-0.503328152317387	-0.0444923856418451	-0.408643673150188	-0.108404680117379	-0.491168532809892	-0.676965164286858	-0.715873166031734	-0.60186298434702	-0.752815305258442	-0.863431942625856	-0.654111472283832	-0.314811595352563	78330	4731	1500032D16Rik	NADH:ubiquinone oxidoreductase core subunit V3	MitoCarta3.0	literature, APEX_matrix, targetP signal, induction, coexpression++, MS/MS++	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	Tmito	22.475	0.005	1	literature, APEX_matrix, targetP signal, induction, coexpression++, MS/MS++	ENSMUSG00000024038	Q8BK30	468	2	NA	45	0.58	NoMitoHomolog	NoHomolog	50-75pure	chr17	31520114	31531325	14	29	384	6.82e+09	65	all 14	8.3	8	8.6	8.8	9.2	8.3	7	7.4	9.2	8.7	8.8	8.7	8.1	8.5	Mitochondria (Enhanced)
ENSMUSG00000050608.12	ENSMUSG00000050608	Micos10	DOWN	0.725468975468975	0	24	0	4	0	8	0	5	-0.594433444545729	-0.596434475719973	-0.608630497279659	-0.558249680712586	-0.484534322325911	-0.726319277864762	-0.585159283599654	-0.488269690518549	-0.607709667840292	-0.637532773201804	-0.585159283599654	-1.18304567471734	-0.449199718994165	-0.927299185781055	-0.821874666426478	-0.471069103786364	-0.898852903857955	-0.348478744249882	-0.872871272993849	-0.11546668286719	-0.484700472411528	-0.170805288837383	-0.648296238157677	-0.816795613944048	-0.160292008575738	-0.400927246058487	-0.577423990912154	-0.702036044726014	-0.571752772401421	-1.12776503374511	-0.609280016868942	-0.174706656079993	-1.18659091406078	-0.688504540642671	-0.729638318223556	-0.435205510681451	-0.2749855229499	-0.569479575454079	-0.0284440032924587	-0.281439184394571	-0.488269690518549	-1.73519195896277	-0.0063032240962747	-0.798620128269396	-0.911111182814975	-0.607709667840292	-0.511091792012268	-0.268740401877598	-0.781185580692033	-0.0248666029198827	-0.646117514900628	-0.178152232144417	-0.623111999023347	-0.0558617727434899	-0.721928798616088	-0.870312839553668	-0.296030401478718	-0.970999460851105	-1.14725404747841	-0.584766981792425	-0.577338440697204	-0.637532773201804	433771	440574	2310028O11Rik|Mi|Minos1	mitochondrial contact site and cristae organizing system subunit 10	MitoCarta3.0	literature, APEX_IMS, yeast mito homolog, mito protein domain+, induction, coexpression++, MS/MS++	MIM	Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex	Tmito	27.8034	0.004	1	literature, APEX_IMS, yeast mito homolog, mito protein domain+, induction, coexpression++, MS/MS++	ENSMUSG00000050608	Q7TNS2	76	NA	MitoDomain	47	1.13	HomologMitoHighConf	NoHomolog	50-75pure	chr4	139101813	139131113	14	5	222	1.45e+10	67	all 14	9.4	9.3	9.3	8.4	9.3	8.8	8.9	7.6	9.1	9	8.7	8.9	8.3	8.2	Mitochondria (Supported)
ENSMUSG00000070699.6	ENSMUSG00000070699	Sars2	DOWN	0.724146224146224	1	20	0	4	0	8	0	6	-0.449752442717024	-0.43533603162657	-0.40209538130704	-0.548854029155858	-0.386342188809889	-0.461718171595308	-0.403398770419458	-0.578858687523231	-0.395617451318708	-0.467273292833681	-0.295945620010618	-0.681872218028839	-0.339794757738027	0.136546509483845	-0.607027323974812	-0.707700437920566	-0.788945362067181	-0.328703310643203	-0.605878078750644	-0.201509440638677	-0.336893533672656	0.905605421105249	-0.830795182912137	-0.63173110072861	-0.218548251229437	-0.526601100254842	-0.400537977368167	-0.150556037729891	-0.686758355129154	-0.817973758670944	-0.52098037605588	-0.195501221663166	-0.403398770419458	-0.561216258389514	-0.545204913839206	-0.265701527123329	-0.248952310920207	-0.477008975152159	0.0443842804114938	-0.173002549762093	-0.65858329182485	-1.1838663398105	-0.578858687523231	-0.815042640429666	-0.297687020868515	-0.54784856643958	-0.692613569932311	-0.150186168074583	-0.480334568659669	0.0854100568648831	-0.437978622765816	-0.137695647130966	-0.811112687226012	-0.395617451318708	-0.384099831357499	-0.74938248726337	-0.236042528834106	-0.326225011917089	-0.328657234344947	-0.603332207846809	-0.521114438127154	-0.467273292833681	71984	54938	2410015F05Rik|D7Ertd353|D7Ertd353e|SerRS|SerRSmt	seryl-aminoacyl-tRNA synthetase 2	MitoCarta3.0	literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Tmito	19.0945	0.003	1	literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS	ENSMUSG00000070699	Q9JJL8	518	1	SharedDomain	3	NA	OrthologMitoHighConf	Homolog	25-50ambig	chr7	28741967	28753879	7	22	66	8.03e+08	48	skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis	NA	NA	NA	NA	NA	NA	NA	7.5	7.7	8.5	7.9	7.1	8.5	6.7	Mitochondria;Nucleoplasm (Uncertain)
ENSMUSG00000034853.17	ENSMUSG00000034853	Acot11	DOWN	0.716209716209716	0	23	1	4	1	8	1	5	-0.752688847094701	-0.813424918163906	-0.978854494343454	-0.896174741972792	-0.54723528117825	-0.588490870884307	-0.919109922908288	-1.00418815508591	-0.546275045541621	-0.707739913419525	-0.919543972658372	-0.918675873158204	-0.455175628797361	-0.330230066546778	-1.78626694009716	-0.404329680475457	-2.73998714602668	-0.987406649615337	-1.02798535935331	-0.118281635596239	-0.818997829425662	NA	-0.596150459880749	-1.00670177974022	-0.284889775154115	-1.08807796987998	-0.579196903535992	-1.22509339017163	-1.71670687427811	-1.61045262778353	-0.542967021975417	-0.622936164530861	-0.980555968864727	-0.712050482148692	-1.62932065015821	-0.786195340443298	-1.56204066263372	-0.482849758612438	0.325134790574054	-1.00569618086229	-1.00268012930954	-1.10708166973297	-2.10387550389358	NA	-0.360305842313919	-0.778654065349151	-0.762307415641894	-0.240509501868361	-0.958482508057596	0.274536235174602	-0.523845703736474	-0.949114361676544	-0.834905246174625	-0.339724637775167	-0.546275045541621	-0.648647241555291	-0.176856932946882	-0.771881630663037	-0.707739913419525	-1.25273450657798	-1.10643241148537	0.54485654045793	329910	26027	1110020M10Rik|2010309H15Rik|AW060409|BFIT|BFIT1|The|Thea|Them1|mKIAA0707	acyl-CoA thioesterase 11	MitoCarta3.0	literature,targetP signal, mito protein domain, coexpression	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	Tnon_mito	2.0538	0.177	0	targetP signal, mito protein domain, coexpression	ENSMUSG00000034853	Q8VHQ9	594	3	SharedDomain	15	NA	NoMitoHomolog	NoHomolog	NA	chr4	106744560	106799831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cytosol (Supported)
ENSMUSG00000028251.6	ENSMUSG00000028251	Tstd3	DOWN	0.715728715728716	1	24	1	5	1	6	0	5	-0.517046466094816	-0.518270950066872	-0.805151602116433	-0.62870420694066	-0.177004910153669	-0.457325145168504	-0.723615948506576	-0.659194769220868	-0.30082049606351	-0.377347130912876	-0.626852161646028	-1.66600511251483	-0.462753884623626	-0.840037111765122	-0.723615948506576	-0.583180047707677	-1.54939849292085	-0.580356703843545	-1.25314994006432	-0.117433455282744	-0.7307803967674	0.203728034799582	-0.670198493442763	-1.1465397181146	-0.193843587680121	-0.711029805849806	-0.375292428508	-0.924890112717662	-1.48526449446776	-1.63870989719662	-0.960944035156257	-0.592195687237699	-0.907679811575094	-0.67846391660813	-1.16714437432573	-0.861522244200934	-0.495539429219377	-0.659194769220868	0.41660310582425	-0.345402009263805	-0.855085719917367	-1.52326383653812	-0.432459297385488	-1.00212692208322	-0.395383445205539	0.0471154951196683	0.621698224341129	-0.30082049606351	-0.494263284860814	0.0263353583025979	-0.512893764679099	-0.305368909064855	0.0272234376057603	-0.0262236707729229	-0.634472956412777	-0.335324052706928	-0.179649347557722	-0.671109592819559	-0.845187972850286	-0.252574255162077	-0.540083664170077	-0.377347130912876	77032	100130890	2610029I01Rik	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3	MitoCarta3.0	targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, MS/MS	unknown	0	Tnon_mito	11.8441	0.014	1	targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, MS/MS	ENSMUSG00000028251	Q9D0B5	157	4	SharedDomain	4	1.18	HomologMitoLowConf	Homolog	50-75ambig	chr4	21757381	21767211	12	10	86	1.04e+09	52	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis	7.9	7.9	8	7.9	8.1	8.1	NA	NA	7.6	8.2	8	6.9	7.9	7.3	NA
ENSMUSG00000033429.11	ENSMUSG00000033429	Mcee	DOWN	0.714045214045214	0	14	0	4	0	10	0	6	-0.389050970084181	-0.301337768360385	-0.261020944710132	-0.417517827606212	-0.330653894030031	-0.54701121399035	-0.301606430603214	-0.285456729873176	-0.301069106117556	-0.438734194893605	-0.449842875944028	-0.502969776790723	-0.474693268282762	-0.776670699939079	-0.591998767769986	0.0614937704327938	-0.328208668568625	-0.262987487419213	-0.30149102327303	0.119796310726643	-0.354063294485352	-0.151062280232606	-0.371495589783734	-0.410927473320853	-0.1990580574197	0.0464521949384536	-0.275189261272767	-0.403050206828057	0.186395366856684	-0.450004874064594	-0.154967703089552	0.164586946247633	-0.563254652412542	-0.301606430603214	-0.375486525458209	-0.000931317170564609	0.0736701377534149	-0.285456729873176	-0.220717645933743	-0.387277837446746	-0.149761053330891	-1.13466685402305	-0.0059868417229483	-0.738757830912926	-0.517485387978695	-0.527823314913478	-0.278642779732015	-0.238663765441596	-0.469893451304868	-0.0238255714945295	-0.301069106117556	-0.194509251531603	-0.484278929876633	-0.235238448219643	-0.36576282771973	-0.438734194893605	-0.262612278792653	-0.858978442309715	-0.982774531920814	-0.435650958431727	-0.54984952359431	-0.300478567989629	73724	84693	1110007A04Rik	methylmalonyl CoA epimerase	MitoCarta3.0	targetP signal, induction, coexpression++, MS/MS++	Matrix	Metabolism > Carbohydrate metabolism > Propanoate metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation	Tpossible_mito	19.647	0.004	1	targetP signal, induction, coexpression++, MS/MS++	ENSMUSG00000033429	Q9D1I5	178	2	NonMitoDomain	40	1.39	NoMitoHomolog	NoHomolog	50-75pure	chr7	64392770	64412119	14	7	197	5.99e+09	56	all 14	8.4	8.3	8.3	8.2	9.1	9	8.5	7.2	8.7	8.4	8.9	8.8	8.3	8.2	Nucleoli (Approved)
ENSMUSG00000022982.11	ENSMUSG00000022982	Sod1	UP	0.706469456469456	23	0	5	1	6	1	5	0	0.515562194910807	0.4539255441253	0.665677900674437	0.743517601042106	0.255549117053932	0.397504160872752	0.594825450167802	0.840412903385291	0.1896979683379	0.313025638082798	0.374049594278666	1.64416549218888	0.39375288941666	-0.295777266732916	1.38927605976863	0.78744856129526	1.11154638428036	0.594825450167802	0.919594818311726	-0.0888230750759161	0.388422608984596	0.159383419390076	0.237118722019768	1.39692757643187	0.232577843192886	0.475979870633518	0.44945371924657	0.928308689111289	0.767903094188988	1.37303741677892	0.773046927803389	0.168018822805396	1.30631699388261	0.735423758659907	0.772421280539992	0.413554507779773	0.565349158861088	1.47934935366314	-0.11293449603381	0.25946096918718	0.248507198343244	1.20676840102587	0.840412903385291	1.28305887772383	0.127456764383262	0.780014228207431	0.266134885444967	0.0487387170447025	0.93080168461596	-0.117834902453726	0.507166750566488	0.1896979683379	-0.048852746860197	-0.174893123511677	0.302610061818145	0.356509078942543	1.06613361137895	0.169405429849098	-0.0933391398251368	0.879511365766058	0.0912831419149529	0.313025638082798	20655	6647	B430204E11Rik|Cu/Zn-|Cu/Zn-SOD|CuZn|CuZnSOD|I|Ip|Ipo-1|Ipo1|SO|SODC|Sod|Sod-1	superoxide dismutase 1, soluble	MitoCarta3.0	literature, yeast mito homolog, mito protein domain, induction, coexpression	IMS	Metabolism > Detoxification > ROS and glutathione metabolism	Tmito	5.9256	0.046	1	literature, yeast mito homolog, mito protein domain, induction, coexpression	ENSMUSG00000022982	P08228	154	NA	SharedDomain	7	0.51	HomologMitoLowConf	NoHomolog	50-75crude	chr16	90220741	90226324	14	16	365	2.19e+10	63	all 14	9.2	9	9.7	8.9	9.5	9.5	8.2	8.5	9.3	9	8.7	9	9	9.2	Cytosol;Nucleoplasm;Plasma membrane (Supported)
ENSMUSG00000052214.10	ENSMUSG00000052214	Opa3	DOWN	0.705627705627706	0	18	1	4	0	8	0	6	-0.340981997394323	-0.422878987713218	-0.267218948133509	-0.419024594565278	-0.321864537830917	-0.35581990904759	-0.273411061451693	-0.532546572136021	-0.371523226781916	-0.47423474864452	-0.638135307478076	-0.379301115905299	-0.0945504370796582	0.0755084687034639	-0.156541959219364	-0.406855474049964	-0.0286174227777156	-0.273411061451693	-0.285689828302922	-0.200063451282423	-0.431452662970821	-0.248923802128736	-0.354786993221717	-0.473040204853228	-0.121657467848352	-0.32686202855099	-0.322671211831417	-0.0501176707204868	-0.459922663179999	-0.240382344163083	-0.281942166441144	-0.208428433573954	-0.175541178931244	-0.196128224304116	-0.383573524249593	-0.344175013972998	-0.207648419819205	-0.169426179713746	0.167147590754405	-0.532546572136021	-0.809488317520157	-0.535190830357324	-0.741274988698903	-0.312392864285197	-0.591758648609364	-0.532846711486278	-0.165773867575389	-0.146810733120215	-0.371523226781916	0.0787721761744161	-0.39425573693822	-0.20280139706593	-0.797838253116378	-0.0163730360007266	-0.399300481620091	-0.484485988663642	0.133728259762049	-0.553876111693005	-0.47423474864452	-0.290849413537726	-0.299751106861606	-0.521270253694679	403187	80207	D630048P19Rik|Gm1425|Gm472	optic atrophy 3	MitoCarta3.0	literature, targetP signal, coexpression, MS/MS++	MOM	0	Tmito	10.4943	0.021	1	literature, targetP signal, coexpression, MS/MS++	ENSMUSG00000052214	Q505D7	179	3	NA	17	NA	NoMitoHomolog	NoHomolog	50-75pure	chr7	19228388	19246817	14	13	344	1.31e+10	68	all 14	9.3	9.1	9.4	9	9.1	8.9	8.5	7.9	8.8	8.7	9.2	8.5	8.9	7.9	Cytosol (Approved)
